robertp+   14216  0.0  0.0   7264  2796 pts/2    S+   08:03   0:00 /bin/bash -c ps aux | grep pacman
robertp+   14218  0.0  0.0   6408  2368 pts/2    S+   08:03   0:00 grep pacman
