robertp+   16180  0.0  0.0   7264  2792 pts/2    S+   08:12   0:00 /bin/bash -c ps aux | grep pacman
robertp+   16182  0.0  0.0   6408  2292 pts/2    S+   08:12   0:00 grep pacman
